,Unnamed: 0.1,filepath,Unnamed: 0,db,spectra,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
864,864,Custom_DB/custom_nir/19-5-anger.jpg,6090,customdb,nir,19-5-anger.jpg,customdb-19-5-anger.jpg,,,jpg,cauca,6.0,-0.34,0.28,Anger,,,19.0,jpg,train
865,865,Custom_DB/custom_nir/15-11-hoping.jpg,6091,customdb,nir,15-11-hoping.jpg,customdb-15-11-hoping.jpg,,,jpg,cauca,7.0,-0.48,0.57,Contempt,,,15.0,jpg,train
866,866,Custom_DB/custom_nir/4-8-disgust.jpg,6092,customdb,nir,4-8-disgust.jpg,customdb-4-8-disgust.jpg,,,jpg,cauca,5.0,-0.68,0.49,Disgust,,,4.0,jpg,train
867,867,Custom_DB/custom_nir/10-3-surprise.jpg,6093,customdb,nir,10-3-surprise.jpg,customdb-10-3-surprise.jpg,,,jpg,cauca,3.0,0.3,0.84,Surprise,,,10.0,jpg,train
868,868,Custom_DB/custom_nir/16-1-hapy.jpg,6094,customdb,nir,16-1-hapy.jpg,customdb-16-1-hapy.jpg,,,jpg,cauca,1.0,0.9,-0.19,Happy,,,16.0,jpg,train
869,869,Custom_DB/custom_nir/7-6-contempt.jpg,6095,customdb,nir,7-6-contempt.jpg,customdb-7-6-contempt.jpg,,,jpg,cauca,7.0,-0.57,0.66,Contempt,,,7.0,jpg,train
870,870,Custom_DB/custom_nir/8-9-disgust.jpg,6096,customdb,nir,8-9-disgust.jpg,customdb-8-9-disgust.jpg,,,jpg,cauca,5.0,-0.66,0.46,Disgust,,,8.0,jpg,val
871,871,Custom_DB/custom_nir/11-3-surprise.jpg,6097,customdb,nir,11-3-surprise.jpg,customdb-11-3-surprise.jpg,,,jpg,cauca,3.0,0.25,0.84,Surprise,,,11.0,jpg,train
872,872,Custom_DB/custom_nir/5-10-frienfly.jpg,6098,customdb,nir,5-10-frienfly.jpg,customdb-5-10-frienfly.jpg,,,jpg,cauca,1.0,0.71,-0.59,Happy,,,5.0,jpg,val
873,873,Custom_DB/custom_nir/5-0-neutral.jpg,6099,customdb,nir,5-0-neutral.jpg,customdb-5-0-neutral.jpg,,,jpg,cauca,0.0,0.02,0.03,Neutral,,,5.0,jpg,val
874,874,Custom_DB/custom_nir/3-5-anger_.jpg,6100,customdb,nir,3-5-anger_.jpg,customdb-3-5-anger_.jpg,,,jpg,cauca,6.0,-0.37,0.74,Anger,,,3.0,jpg,train
875,875,Custom_DB/custom_nir/9-7-contempt.jpg,6101,customdb,nir,9-7-contempt.jpg,customdb-9-7-contempt.jpg,,,jpg,cauca,7.0,0.23,0.64,Contempt,,,9.0,jpg,test
876,876,Custom_DB/custom_nir/2-1-happy.jpg,6102,customdb,nir,2-1-happy.jpg,customdb-2-1-happy.jpg,,,jpg,cauca,1.0,0.57,0.19,Happy,,,2.0,jpg,val
877,877,Custom_DB/custom_nir/2-8-disgust.jpg,6103,customdb,nir,2-8-disgust.jpg,customdb-2-8-disgust.jpg,,,jpg,cauca,5.0,-0.67,0.49,Disgust,,,2.0,jpg,val
878,878,Custom_DB/custom_nir/9-11-calm.jpg,6104,customdb,nir,9-11-calm.jpg,customdb-9-11-calm.jpg,,,jpg,cauca,0.0,0.71,-0.67,Neutral,,,9.0,jpg,test
879,879,Custom_DB/custom_nir/17-8-disgust.jpg,6105,customdb,nir,17-8-disgust.jpg,customdb-17-8-disgust.jpg,,,jpg,cauca,5.0,-0.67,0.42,Disgust,,,17.0,jpg,train
880,880,Custom_DB/custom_nir/14-7-contempt.jpg,6106,customdb,nir,14-7-contempt.jpg,customdb-14-7-contempt.jpg,,,jpg,cauca,7.0,-0.59,0.65,Contempt,,,14.0,jpg,train
881,881,Custom_DB/custom_nir/6-8-disgust.jpg,6107,customdb,nir,6-8-disgust.jpg,customdb-6-8-disgust.jpg,,,jpg,cauca,5.0,-0.66,0.44,Disgust,,,6.0,jpg,train
882,882,Custom_DB/custom_nir/2-7-contempt.jpg,6108,customdb,nir,2-7-contempt.jpg,customdb-2-7-contempt.jpg,,,jpg,cauca,7.0,-0.57,0.66,Contempt,,,2.0,jpg,val
883,883,Custom_DB/custom_nir/1-1-happy.jpg,6109,customdb,nir,1-1-happy.jpg,customdb-1-1-happy.jpg,,,jpg,cauca,1.0,0.86,0.08,Happy,,,1.0,jpg,train
884,884,Custom_DB/custom_nir/11-11-furious.jpg,6110,customdb,nir,11-11-furious.jpg,customdb-11-11-furious.jpg,,,jpg,cauca,6.0,-0.43,0.74,Anger,,,11.0,jpg,train
885,885,Custom_DB/custom_nir/17-6-contempt.jpg,6111,customdb,nir,17-6-contempt.jpg,customdb-17-6-contempt.jpg,,,jpg,cauca,7.0,-0.55,0.66,Contempt,,,17.0,jpg,train
886,886,Custom_DB/custom_nir/17-1-happy.jpg,6112,customdb,nir,17-1-happy.jpg,customdb-17-1-happy.jpg,,,jpg,cauca,1.0,0.36,0.07,Happy,,,17.0,jpg,train
887,887,Custom_DB/custom_nir/12-4-fear.jpg,6113,customdb,nir,12-4-fear.jpg,customdb-12-4-fear.jpg,,,jpg,cauca,4.0,-0.11,0.81,Fear,,,12.0,jpg,train
888,888,Custom_DB/custom_nir/12-10-friendly.jpg,6114,customdb,nir,12-10-friendly.jpg,customdb-12-10-friendly.jpg,,,jpg,cauca,1.0,0.76,-0.55,Happy,,,12.0,jpg,train
889,889,Custom_DB/custom_nir/4-3-surprise.jpg,6115,customdb,nir,4-3-surprise.jpg,customdb-4-3-surprise.jpg,,,jpg,cauca,3.0,0.39,0.88,Surprise,,,4.0,jpg,train
890,890,Custom_DB/custom_nir/8-8-disgust.jpg,6116,customdb,nir,8-8-disgust.jpg,customdb-8-8-disgust.jpg,,,jpg,cauca,5.0,-0.68,0.49,Disgust,,,8.0,jpg,val
891,891,Custom_DB/custom_nir/8-11-worried.jpg,6117,customdb,nir,8-11-worried.jpg,customdb-8-11-worried.jpg,,,jpg,cauca,4.0,-0.09,0.76,Fear,,,8.0,jpg,val
892,892,Custom_DB/custom_nir/14-3-surprise.jpg,6118,customdb,nir,14-3-surprise.jpg,customdb-14-3-surprise.jpg,,,jpg,cauca,3.0,0.16,0.91,Surprise,,,14.0,jpg,train
893,893,Custom_DB/custom_nir/16-5-anger.jpg,6119,customdb,nir,16-5-anger.jpg,customdb-16-5-anger.jpg,,,jpg,cauca,6.0,-0.4,0.77,Anger,,,16.0,jpg,train
894,894,Custom_DB/custom_nir/3-1-happy.jpg,6120,customdb,nir,3-1-happy.jpg,customdb-3-1-happy.jpg,,,jpg,cauca,1.0,0.91,0.13,Happy,,,3.0,jpg,train
895,895,Custom_DB/custom_nir/13-4-fear.jpg,6121,customdb,nir,13-4-fear.jpg,customdb-13-4-fear.jpg,,,jpg,cauca,4.0,-0.13,0.79,Fear,,,13.0,jpg,test
896,896,Custom_DB/custom_nir/12-6-contempt.jpg,6122,customdb,nir,12-6-contempt.jpg,customdb-12-6-contempt.jpg,,,jpg,cauca,7.0,-0.6,0.65,Contempt,,,12.0,jpg,train
897,897,Custom_DB/custom_nir/17-3-surprise.jpg,6123,customdb,nir,17-3-surprise.jpg,customdb-17-3-surprise.jpg,,,jpg,cauca,3.0,0.46,0.34,Surprise,,,17.0,jpg,train
898,898,Custom_DB/custom_nir/6-6-contempt.jpg,6124,customdb,nir,6-6-contempt.jpg,customdb-6-6-contempt.jpg,,,jpg,cauca,7.0,0.28,0.57,Contempt,,,6.0,jpg,train
899,899,Custom_DB/custom_nir/7-0-neutral.jpg,6125,customdb,nir,7-0-neutral.jpg,customdb-7-0-neutral.jpg,,,jpg,cauca,0.0,0.0,-0.01,Neutral,,,7.0,jpg,train
900,900,Custom_DB/custom_nir/14-5-anger.jpg,6126,customdb,nir,14-5-anger.jpg,customdb-14-5-anger.jpg,,,jpg,cauca,6.0,-0.4,0.79,Anger,,,14.0,jpg,train
901,901,Custom_DB/custom_nir/7-1-happy.jpg,6127,customdb,nir,7-1-happy.jpg,customdb-7-1-happy.jpg,,,jpg,cauca,1.0,0.9,0.17,Happy,,,7.0,jpg,train
902,902,Custom_DB/custom_nir/2-10-tiredness.jpg,6128,customdb,nir,2-10-tiredness.jpg,customdb-2-10-tiredness.jpg,,,jpg,cauca,0.0,-0.01,-0.96,Neutral,,,2.0,jpg,val
903,903,Custom_DB/custom_nir/7-10-annoyed.jpg,6129,customdb,nir,7-10-annoyed.jpg,customdb-7-10-annoyed.jpg,,,jpg,cauca,2.0,-0.67,-0.56,Sad,,,7.0,jpg,train
904,904,Custom_DB/custom_nir/13-10-jealous.jpg,6130,customdb,nir,13-10-jealous.jpg,customdb-13-10-jealous.jpg,,,jpg,cauca,6.0,-0.13,0.56,Anger,,,13.0,jpg,test
905,905,Custom_DB/custom_nir/18-5-anger.jpg,6131,customdb,nir,18-5-anger.jpg,customdb-18-5-anger.jpg,,,jpg,cauca,6.0,-0.4,0.76,Anger,,,18.0,jpg,train
906,906,Custom_DB/custom_nir/15-5-anger.jpg,6132,customdb,nir,15-5-anger.jpg,customdb-15-5-anger.jpg,,,jpg,cauca,6.0,-0.43,0.78,Anger,,,15.0,jpg,train
907,907,Custom_DB/custom_nir/1-4-fear.jpg,6133,customdb,nir,1-4-fear.jpg,customdb-1-4-fear.jpg,,,jpg,cauca,4.0,-0.08,0.77,Fear,,,1.0,jpg,train
908,908,Custom_DB/custom_nir/9-10-jealous.jpg,6134,customdb,nir,9-10-jealous.jpg,customdb-9-10-jealous.jpg,,,jpg,cauca,6.0,-0.4,0.77,Anger,,,9.0,jpg,test
909,909,Custom_DB/custom_nir/13-11-thinking.jpg,6135,customdb,nir,13-11-thinking.jpg,customdb-13-11-thinking.jpg,,,jpg,cauca,0.0,0.04,-0.61,Neutral,,,13.0,jpg,test
910,910,Custom_DB/custom_nir/8-10-tired.jpg,6136,customdb,nir,8-10-tired.jpg,customdb-8-10-tired.jpg,,,jpg,cauca,0.0,-0.03,-0.97,Neutral,,,8.0,jpg,val
911,911,Custom_DB/custom_nir/3-0-neutral.jpg,6137,customdb,nir,3-0-neutral.jpg,customdb-3-0-neutral.jpg,,,jpg,cauca,0.0,0.01,-0.01,Neutral,,,3.0,jpg,train
912,912,Custom_DB/custom_nir/10-0-neutral.jpg,6138,customdb,nir,10-0-neutral.jpg,customdb-10-0-neutral.jpg,,,jpg,cauca,0.0,-0.02,-0.03,Neutral,,,10.0,jpg,train
913,913,Custom_DB/custom_nir/18-3-surprise.jpg,6139,customdb,nir,18-3-surprise.jpg,customdb-18-3-surprise.jpg,,,jpg,cauca,3.0,0.41,0.85,Surprise,,,18.0,jpg,train
914,914,Custom_DB/custom_nir/13-6-contempt.jpg,6140,customdb,nir,13-6-contempt.jpg,customdb-13-6-contempt.jpg,,,jpg,cauca,7.0,-0.55,0.64,Contempt,,,13.0,jpg,test
915,915,Custom_DB/custom_nir/8-7-contempt.jpg,6141,customdb,nir,8-7-contempt.jpg,customdb-8-7-contempt.jpg,,,jpg,cauca,7.0,0.0,0.63,Contempt,,,8.0,jpg,val
916,916,Custom_DB/custom_nir/1-9-disgust.jpg,6142,customdb,nir,1-9-disgust.jpg,customdb-1-9-disgust.jpg,,,jpg,cauca,5.0,-0.67,0.49,Disgust,,,1.0,jpg,train
917,917,Custom_DB/custom_nir/13-7-contempt.jpg,6143,customdb,nir,13-7-contempt.jpg,customdb-13-7-contempt.jpg,,,jpg,cauca,7.0,0.09,0.65,Contempt,,,13.0,jpg,test
918,918,Custom_DB/custom_nir/18-8-disgust.jpg,6144,customdb,nir,18-8-disgust.jpg,customdb-18-8-disgust.jpg,,,jpg,cauca,7.0,0.26,0.55,Contempt,,,18.0,jpg,train
919,919,data/B_OriginalImg/NI/Strong/P001/Anger/000.jpeg,6145,oulucasia,nir,000.jpeg,oulucasia-P001-Anger-000.jpg,P001,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
920,920,data/B_OriginalImg/NI/Strong/P001/Anger/001.jpeg,6146,oulucasia,nir,001.jpeg,oulucasia-P001-Anger-001.jpg,P001,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
921,921,data/B_OriginalImg/NI/Strong/P001/Anger/005.jpeg,6147,oulucasia,nir,005.jpeg,oulucasia-P001-Anger-005.jpg,P001,Anger,jpeg,cauca,6.0,-0.3356595569508872,0.6102901035470676,Anger,,,,jpg,train
922,922,data/B_OriginalImg/NI/Strong/P001/Disgust/025.jpeg,6148,oulucasia,nir,025.jpeg,oulucasia-P001-Disgust-025.jpg,P001,Disgust,jpeg,cauca,5.0,-0.6336,0.495,Disgust,,,,jpg,train
923,923,data/B_OriginalImg/NI/Strong/P001/Disgust/013.jpeg,6149,oulucasia,nir,013.jpeg,oulucasia-P001-Disgust-013.jpg,P001,Disgust,jpeg,cauca,5.0,-0.5816313062812218,0.4543994580322045,Disgust,,,,jpg,train
924,924,data/B_OriginalImg/NI/Strong/P001/Disgust/008.jpeg,6150,oulucasia,nir,008.jpeg,oulucasia-P001-Disgust-008.jpg,P001,Disgust,jpeg,cauca,5.0,-0.4933844702228626,0.3854566173616113,Disgust,,,,jpg,train
925,925,data/B_OriginalImg/NI/Strong/P001/Fear/022.jpeg,6151,oulucasia,nir,022.jpeg,oulucasia-P001-Fear-022.jpg,P001,Fear,jpeg,cauca,4.0,-0.0979690823790952,0.7837526590327621,Fear,,,,jpg,train
926,926,data/B_OriginalImg/NI/Strong/P001/Fear/015.jpeg,6152,oulucasia,nir,015.jpeg,oulucasia-P001-Fear-015.jpg,P001,Fear,jpeg,cauca,4.0,-0.0929829617132961,0.7438636937063694,Fear,,,,jpg,train
927,927,data/B_OriginalImg/NI/Strong/P001/Fear/004.jpeg,6153,oulucasia,nir,004.jpeg,oulucasia-P001-Fear-004.jpg,P001,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
928,928,data/B_OriginalImg/NI/Strong/P001/Happiness/029.jpeg,6154,oulucasia,nir,029.jpeg,oulucasia-P001-Happiness-029.jpg,P001,Happiness,jpeg,cauca,1.0,0.9092735875091456,0.1482511283982302,Happy,,,,jpg,train
929,929,data/B_OriginalImg/NI/Strong/P001/Happiness/019.jpeg,6155,oulucasia,nir,019.jpeg,oulucasia-P001-Happiness-019.jpg,P001,Happiness,jpeg,cauca,1.0,0.8702124035577253,0.141882457101803,Happy,,,,jpg,train
930,930,data/B_OriginalImg/NI/Strong/P001/Happiness/002.jpeg,6156,oulucasia,nir,002.jpeg,oulucasia-P001-Happiness-002.jpg,P001,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
931,931,data/B_OriginalImg/NI/Strong/P001/Sadness/015.jpeg,6157,oulucasia,nir,015.jpeg,oulucasia-P001-Sadness-015.jpg,P001,Sadness,jpeg,cauca,2.0,-0.8178521324506649,-0.3894533964050786,Sad,,,,jpg,train
932,932,data/B_OriginalImg/NI/Strong/P001/Sadness/012.jpeg,6158,oulucasia,nir,012.jpeg,oulucasia-P001-Sadness-012.jpg,P001,Sadness,jpeg,cauca,2.0,-0.7941730038381845,-0.3781776208753259,Sad,,,,jpg,train
933,933,data/B_OriginalImg/NI/Strong/P001/Sadness/005.jpeg,6159,oulucasia,nir,005.jpeg,oulucasia-P001-Sadness-005.jpg,P001,Sadness,jpeg,cauca,2.0,-0.5899864789029692,-0.2809459423347473,Sad,,,,jpg,train
934,934,data/B_OriginalImg/NI/Strong/P001/Surprise/027.jpeg,6160,oulucasia,nir,027.jpeg,oulucasia-P001-Surprise-027.jpg,P001,Surprise,jpeg,cauca,3.0,0.2930696108997505,0.8303638975492931,Surprise,,,,jpg,train
935,935,data/B_OriginalImg/NI/Strong/P001/Surprise/016.jpeg,6161,oulucasia,nir,016.jpeg,oulucasia-P001-Surprise-016.jpg,P001,Surprise,jpeg,cauca,3.0,0.2678319833396902,0.7588572861291225,Surprise,,,,jpg,train
936,936,data/B_OriginalImg/NI/Strong/P001/Surprise/001.jpeg,6162,oulucasia,nir,001.jpeg,oulucasia-P001-Surprise-001.jpg,P001,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
937,937,data/B_OriginalImg/NI/Strong/P002/Anger/007.jpeg,6163,oulucasia,nir,007.jpeg,oulucasia-P002-Anger-007.jpg,P002,Anger,jpeg,cauca,6.0,-0.3813250569848137,0.6933182854269341,Anger,,,,jpg,test
938,938,data/B_OriginalImg/NI/Strong/P002/Anger/009.jpeg,6164,oulucasia,nir,009.jpeg,oulucasia-P002-Anger-009.jpg,P002,Anger,jpeg,cauca,6.0,-0.407004654789372,0.7400084632534036,Anger,,,,jpg,test
939,939,data/B_OriginalImg/NI/Strong/P002/Anger/000.jpeg,6165,oulucasia,nir,000.jpeg,oulucasia-P002-Anger-000.jpg,P002,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,test
940,940,data/B_OriginalImg/NI/Strong/P002/Disgust/001.jpeg,6166,oulucasia,nir,001.jpeg,oulucasia-P002-Disgust-001.jpg,P002,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,test
941,941,data/B_OriginalImg/NI/Strong/P002/Disgust/002.jpeg,6167,oulucasia,nir,002.jpeg,oulucasia-P002-Disgust-002.jpg,P002,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,test
942,942,data/B_OriginalImg/NI/Strong/P002/Disgust/007.jpeg,6168,oulucasia,nir,007.jpeg,oulucasia-P002-Disgust-007.jpg,P002,Disgust,jpeg,cauca,5.0,-0.5653814783244908,0.4417042799410084,Disgust,,,,jpg,test
943,943,data/B_OriginalImg/NI/Strong/P002/Fear/014.jpeg,6169,oulucasia,nir,014.jpeg,oulucasia-P002-Fear-014.jpg,P002,Fear,jpeg,cauca,4.0,-0.0966401817137162,0.7731214537097297,Fear,,,,jpg,test
944,944,data/B_OriginalImg/NI/Strong/P002/Fear/013.jpeg,6170,oulucasia,nir,013.jpeg,oulucasia-P002-Fear-013.jpg,P002,Fear,jpeg,cauca,4.0,-0.0957186676012806,0.7657493408102449,Fear,,,,jpg,test
945,945,data/B_OriginalImg/NI/Strong/P002/Fear/018.jpeg,6171,oulucasia,nir,018.jpeg,oulucasia-P002-Fear-018.jpg,P002,Fear,jpeg,cauca,4.0,-0.0987257250142968,0.789805800114375,Fear,,,,jpg,test
946,946,data/B_OriginalImg/NI/Strong/P002/Happiness/014.jpeg,6172,oulucasia,nir,014.jpeg,oulucasia-P002-Happiness-014.jpg,P002,Happiness,jpeg,cauca,1.0,0.8992638080764399,0.1466190991428978,Happy,,,,jpg,test
947,947,data/B_OriginalImg/NI/Strong/P002/Happiness/005.jpeg,6173,oulucasia,nir,005.jpeg,oulucasia-P002-Happiness-005.jpg,P002,Happiness,jpeg,cauca,1.0,0.6825607382815372,0.1112870768937288,Happy,,,,jpg,test
948,948,data/B_OriginalImg/NI/Strong/P002/Happiness/003.jpeg,6174,oulucasia,nir,003.jpeg,oulucasia-P002-Happiness-003.jpg,P002,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,test
949,949,data/B_OriginalImg/NI/Strong/P002/Sadness/010.jpeg,6175,oulucasia,nir,010.jpeg,oulucasia-P002-Sadness-010.jpg,P002,Sadness,jpeg,cauca,2.0,-0.8086882127493544,-0.3850896251187402,Sad,,,,jpg,test
950,950,data/B_OriginalImg/NI/Strong/P002/Sadness/012.jpeg,6176,oulucasia,nir,012.jpeg,oulucasia-P002-Sadness-012.jpg,P002,Sadness,jpeg,cauca,2.0,-0.8237821390773806,-0.392277209084467,Sad,,,,jpg,test
951,951,data/B_OriginalImg/NI/Strong/P002/Sadness/009.jpeg,6177,oulucasia,nir,009.jpeg,oulucasia-P002-Sadness-009.jpg,P002,Sadness,jpeg,cauca,2.0,-0.7964924126944578,-0.3792821012830751,Sad,,,,jpg,test
952,952,data/B_OriginalImg/NI/Strong/P002/Surprise/011.jpeg,6178,oulucasia,nir,011.jpeg,oulucasia-P002-Surprise-011.jpg,P002,Surprise,jpeg,cauca,3.0,0.2939072471372858,0.8327372002223097,Surprise,,,,jpg,test
953,953,data/B_OriginalImg/NI/Strong/P002/Surprise/009.jpeg,6179,oulucasia,nir,009.jpeg,oulucasia-P002-Surprise-009.jpg,P002,Surprise,jpeg,cauca,3.0,0.2876261208512959,0.8149406757453385,Surprise,,,,jpg,test
954,954,data/B_OriginalImg/NI/Strong/P002/Surprise/006.jpeg,6180,oulucasia,nir,006.jpeg,oulucasia-P002-Surprise-006.jpg,P002,Surprise,jpeg,cauca,3.0,0.2641867007485668,0.7485289854542729,Surprise,,,,jpg,test
955,955,data/B_OriginalImg/NI/Strong/P003/Anger/010.jpeg,6181,oulucasia,nir,010.jpeg,oulucasia-P003-Anger-010.jpg,P003,Anger,jpeg,cauca,6.0,-0.370264699531711,0.673208544603111,Anger,,,,jpg,train
956,956,data/B_OriginalImg/NI/Strong/P003/Anger/004.jpeg,6182,oulucasia,nir,004.jpeg,oulucasia-P003-Anger-004.jpg,P003,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
957,957,data/B_OriginalImg/NI/Strong/P003/Anger/021.jpeg,6183,oulucasia,nir,021.jpeg,oulucasia-P003-Anger-021.jpg,P003,Anger,jpeg,cauca,6.0,-0.4308070970242422,0.7832856309531677,Anger,,,,jpg,train
958,958,data/B_OriginalImg/NI/Strong/P003/Disgust/006.jpeg,6184,oulucasia,nir,006.jpeg,oulucasia-P003-Disgust-006.jpg,P003,Disgust,jpeg,cauca,5.0,-0.6197614229749224,0.4841886116991581,Disgust,,,,jpg,train
959,959,data/B_OriginalImg/NI/Strong/P003/Disgust/002.jpeg,6185,oulucasia,nir,002.jpeg,oulucasia-P003-Disgust-002.jpg,P003,Disgust,jpeg,cauca,0.0,-0.4376142297492237,0.341886116991581,Neutral,,,,jpg,train
960,960,data/B_OriginalImg/NI/Strong/P003/Disgust/004.jpeg,6186,oulucasia,nir,004.jpeg,oulucasia-P003-Disgust-004.jpg,P003,Disgust,jpeg,cauca,5.0,-0.5760000000000001,0.45,Disgust,,,,jpg,train
961,961,data/B_OriginalImg/NI/Strong/P003/Fear/001.jpeg,6187,oulucasia,nir,001.jpeg,oulucasia-P003-Fear-001.jpg,P003,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
962,962,data/B_OriginalImg/NI/Strong/P003/Fear/013.jpeg,6188,oulucasia,nir,013.jpeg,oulucasia-P003-Fear-013.jpg,P003,Fear,jpeg,cauca,4.0,-0.0986105045056268,0.7888840360450149,Fear,,,,jpg,train
963,963,data/B_OriginalImg/NI/Strong/P003/Fear/011.jpeg,6189,oulucasia,nir,011.jpeg,oulucasia-P003-Fear-011.jpg,P003,Fear,jpeg,cauca,4.0,-0.0973173042047202,0.7785384336377622,Fear,,,,jpg,train
964,964,data/B_OriginalImg/NI/Strong/P003/Happiness/004.jpeg,6190,oulucasia,nir,004.jpeg,oulucasia-P003-Happiness-004.jpg,P003,Happiness,jpeg,cauca,1.0,0.6969494944284258,0.113633069743765,Happy,,,,jpg,train
965,965,data/B_OriginalImg/NI/Strong/P003/Happiness/001.jpeg,6191,oulucasia,nir,001.jpeg,oulucasia-P003-Happiness-001.jpg,P003,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
966,966,data/B_OriginalImg/NI/Strong/P003/Happiness/009.jpeg,6192,oulucasia,nir,009.jpeg,oulucasia-P003-Happiness-009.jpg,P003,Happiness,jpeg,cauca,1.0,0.8820534372773076,0.1438130604256479,Happy,,,,jpg,train
967,967,data/B_OriginalImg/NI/Strong/P003/Sadness/006.jpeg,6193,oulucasia,nir,006.jpeg,oulucasia-P003-Sadness-006.jpg,P003,Sadness,jpeg,cauca,2.0,-0.6590274860373218,-0.3138226123987246,Sad,,,,jpg,train
968,968,data/B_OriginalImg/NI/Strong/P003/Sadness/016.jpeg,6194,oulucasia,nir,016.jpeg,oulucasia-P003-Sadness-016.jpg,P003,Sadness,jpeg,cauca,2.0,-0.8259879554875195,-0.3933275978511998,Sad,,,,jpg,train
969,969,data/B_OriginalImg/NI/Strong/P003/Sadness/007.jpeg,6195,oulucasia,nir,007.jpeg,oulucasia-P003-Sadness-007.jpg,P003,Sadness,jpeg,cauca,2.0,-0.699879554875195,-0.3332759785119976,Sad,,,,jpg,train
970,970,data/B_OriginalImg/NI/Strong/P003/Surprise/000.jpeg,6196,oulucasia,nir,000.jpeg,oulucasia-P003-Surprise-000.jpg,P003,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
971,971,data/B_OriginalImg/NI/Strong/P003/Surprise/003.jpeg,6197,oulucasia,nir,003.jpeg,oulucasia-P003-Surprise-003.jpg,P003,Surprise,jpeg,cauca,3.0,0.2145589239469259,0.6079169511829567,Surprise,,,,jpg,train
972,972,data/B_OriginalImg/NI/Strong/P003/Surprise/001.jpeg,6198,oulucasia,nir,001.jpeg,oulucasia-P003-Surprise-001.jpg,P003,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
973,973,data/B_OriginalImg/NI/Strong/P004/Anger/008.jpeg,6199,oulucasia,nir,008.jpeg,oulucasia-P004-Anger-008.jpg,P004,Anger,jpeg,cauca,6.0,-0.4083338303879493,0.7424251461599078,Anger,,,,jpg,train
974,974,data/B_OriginalImg/NI/Strong/P004/Anger/011.jpeg,6200,oulucasia,nir,011.jpeg,oulucasia-P004-Anger-011.jpg,P004,Anger,jpeg,cauca,6.0,-0.4281961385007692,0.7785384336377622,Anger,,,,jpg,train
975,975,data/B_OriginalImg/NI/Strong/P004/Anger/005.jpeg,6201,oulucasia,nir,005.jpeg,oulucasia-P004-Anger-005.jpg,P004,Anger,jpeg,cauca,6.0,-0.355049299929137,0.64554418168934,Anger,,,,jpg,train
976,976,data/B_OriginalImg/NI/Strong/P004/Disgust/001.jpeg,6202,oulucasia,nir,001.jpeg,oulucasia-P004-Disgust-001.jpg,P004,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
977,977,data/B_OriginalImg/NI/Strong/P004/Disgust/007.jpeg,6203,oulucasia,nir,007.jpeg,oulucasia-P004-Disgust-007.jpg,P004,Disgust,jpeg,cauca,5.0,-0.6058451249202796,0.4733165038439684,Disgust,,,,jpg,train
978,978,data/B_OriginalImg/NI/Strong/P004/Disgust/008.jpeg,6204,oulucasia,nir,008.jpeg,oulucasia-P004-Disgust-008.jpg,P004,Disgust,jpeg,cauca,5.0,-0.6175283729010231,0.4824440413289243,Disgust,,,,jpg,train
979,979,data/B_OriginalImg/NI/Strong/P004/Fear/008.jpeg,6205,oulucasia,nir,008.jpeg,oulucasia-P004-Fear-008.jpg,P004,Fear,jpeg,cauca,4.0,-0.0928031432699884,0.7424251461599078,Fear,,,,jpg,train
980,980,data/B_OriginalImg/NI/Strong/P004/Fear/005.jpeg,6206,oulucasia,nir,005.jpeg,oulucasia-P004-Fear-005.jpg,P004,Fear,jpeg,cauca,4.0,-0.0806930227111675,0.64554418168934,Fear,,,,jpg,train
981,981,data/B_OriginalImg/NI/Strong/P004/Fear/001.jpeg,6207,oulucasia,nir,001.jpeg,oulucasia-P004-Fear-001.jpg,P004,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
982,982,data/B_OriginalImg/NI/Strong/P004/Happiness/000.jpeg,6208,oulucasia,nir,000.jpeg,oulucasia-P004-Happiness-000.jpg,P004,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral,,,,jpg,train
