,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name
5218,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/014.jpeg,014.jpeg,oulucasia-P042-Fear-014.jpeg,P042,Fear,jpeg,cauca,4.0,-0.0946633007687937,0.7573064061503496,Fear
5219,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/015.jpeg,015.jpeg,oulucasia-P042-Fear-015.jpeg,P042,Fear,jpeg,cauca,4.0,-0.09567123871891695,0.7653699097513356,Fear
5220,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/016.jpeg,016.jpeg,oulucasia-P042-Fear-016.jpeg,P042,Fear,jpeg,cauca,4.0,-0.09648880826578488,0.771910466126279,Fear
5221,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/017.jpeg,017.jpeg,oulucasia-P042-Fear-017.jpeg,P042,Fear,jpeg,cauca,4.0,-0.0971519641315642,0.7772157130525136,Fear
5222,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/018.jpeg,018.jpeg,oulucasia-P042-Fear-018.jpeg,P042,Fear,jpeg,cauca,4.0,-0.09768987029991685,0.7815189623993348,Fear
5223,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/019.jpeg,019.jpeg,oulucasia-P042-Fear-019.jpeg,P042,Fear,jpeg,cauca,4.0,-0.09812618257713962,0.785009460617117,Fear
5224,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/020.jpeg,020.jpeg,oulucasia-P042-Fear-020.jpeg,P042,Fear,jpeg,cauca,4.0,-0.09848008891704707,0.7878407113363766,Fear
5225,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/021.jpeg,021.jpeg,oulucasia-P042-Fear-021.jpeg,P042,Fear,jpeg,cauca,4.0,-0.09876715326055793,0.7901372260844635,Fear
5226,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Fear/022.jpeg,022.jpeg,oulucasia-P042-Fear-022.jpeg,P042,Fear,jpeg,cauca,4.0,-0.099,0.792,Fear
5227,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/000.jpeg,000.jpeg,oulucasia-P042-Happiness-000.jpeg,P042,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
5228,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/001.jpeg,001.jpeg,oulucasia-P042-Happiness-001.jpeg,P042,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
5229,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/002.jpeg,002.jpeg,oulucasia-P042-Happiness-002.jpeg,P042,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
5230,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/003.jpeg,003.jpeg,oulucasia-P042-Happiness-003.jpeg,P042,Happiness,jpeg,cauca,0.0,0.0,0.0,Neutral
5231,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/004.jpeg,004.jpeg,oulucasia-P042-Happiness-004.jpeg,P042,Happiness,jpeg,cauca,0.0,0.5893691429299743,0.09609279504293058,Neutral
5232,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/005.jpeg,005.jpeg,oulucasia-P042-Happiness-005.jpeg,P042,Happiness,jpeg,cauca,1.0,0.6640045349969446,0.10826160896689313,Happy
5233,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/006.jpeg,006.jpeg,oulucasia-P042-Happiness-006.jpeg,P042,Happiness,jpeg,cauca,1.0,0.7217920085170667,0.11768347964952174,Happy
5234,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/007.jpeg,007.jpeg,oulucasia-P042-Happiness-007.jpeg,P042,Happiness,jpeg,cauca,1.0,0.7665347505775946,0.12497849194199911,Happy
5235,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/008.jpeg,008.jpeg,oulucasia-P042-Happiness-008.jpeg,P042,Happiness,jpeg,cauca,1.0,0.8011774308186307,0.13062675502477675,Happy
5236,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/009.jpeg,009.jpeg,oulucasia-P042-Happiness-009.jpeg,P042,Happiness,jpeg,cauca,1.0,0.8280000000000001,0.135,Happy
5237,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/010.jpeg,010.jpeg,oulucasia-P042-Happiness-010.jpeg,P042,Happiness,jpeg,cauca,1.0,0.8487677411933363,0.13838604475978308,Happy
5238,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/011.jpeg,011.jpeg,oulucasia-P042-Happiness-011.jpeg,P042,Happiness,jpeg,cauca,1.0,0.8648474489706575,0.14100773624521587,Happy
5239,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/012.jpeg,012.jpeg,oulucasia-P042-Happiness-012.jpeg,P042,Happiness,jpeg,cauca,1.0,0.8772973827307624,0.14303761674958082,Happy
5240,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/013.jpeg,013.jpeg,oulucasia-P042-Happiness-013.jpeg,P042,Happiness,jpeg,cauca,1.0,0.8869369142929975,0.14460927950429306,Happy
5241,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/014.jpeg,014.jpeg,oulucasia-P042-Happiness-014.jpeg,P042,Happiness,jpeg,cauca,1.0,0.8944004534996944,0.14582616089668932,Happy
5242,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/015.jpeg,015.jpeg,oulucasia-P042-Happiness-015.jpeg,P042,Happiness,jpeg,cauca,1.0,0.9001792008517067,0.14676834796495217,Happy
5243,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/016.jpeg,016.jpeg,oulucasia-P042-Happiness-016.jpeg,P042,Happiness,jpeg,cauca,1.0,0.9046534750577595,0.1474978491941999,Happy
5244,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/017.jpeg,017.jpeg,oulucasia-P042-Happiness-017.jpeg,P042,Happiness,jpeg,cauca,1.0,0.9081177430818631,0.14806267550247768,Happy
5245,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Happiness/018.jpeg,018.jpeg,oulucasia-P042-Happiness-018.jpeg,P042,Happiness,jpeg,cauca,1.0,0.9108,0.1485,Happy
5246,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/000.jpeg,000.jpeg,oulucasia-P042-Sadness-000.jpeg,P042,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
5247,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/001.jpeg,001.jpeg,oulucasia-P042-Sadness-001.jpeg,P042,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
5248,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/002.jpeg,002.jpeg,oulucasia-P042-Sadness-002.jpeg,P042,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
5249,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/003.jpeg,003.jpeg,oulucasia-P042-Sadness-003.jpeg,P042,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
5250,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/004.jpeg,004.jpeg,oulucasia-P042-Sadness-004.jpeg,P042,Sadness,jpeg,cauca,0.0,0.0,0.0,Neutral
5251,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/005.jpeg,005.jpeg,oulucasia-P042-Sadness-005.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.5899864789029692,-0.2809459423347473,Sad
5252,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/006.jpeg,006.jpeg,oulucasia-P042-Sadness-006.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.6437993965964297,-0.3065711412363951,Sad
5253,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/007.jpeg,007.jpeg,oulucasia-P042-Sadness-007.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.6860296202900753,-0.32668077156670255,Sad
5254,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/008.jpeg,008.jpeg,oulucasia-P042-Sadness-008.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.7191702093838364,-0.3424620044684935,Sad
5255,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/009.jpeg,009.jpeg,oulucasia-P042-Sadness-009.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.7451776170984861,-0.35484648433261246,Sad
5256,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/010.jpeg,010.jpeg,oulucasia-P042-Sadness-010.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.765587189605553,-0.36456532838359673,Sad
5257,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/011.jpeg,011.jpeg,oulucasia-P042-Sadness-011.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.7816038051210848,-0.3721922881528976,Sad
5258,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/012.jpeg,012.jpeg,oulucasia-P042-Sadness-012.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.7941730038381845,-0.3781776208753259,Sad
5259,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/013.jpeg,013.jpeg,oulucasia-P042-Sadness-013.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.804036807850757,-0.38287467040512246,Sad
5260,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/014.jpeg,014.jpeg,oulucasia-P042-Sadness-014.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.8117775263952162,-0.38656072685486487,Sad
5261,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/015.jpeg,015.jpeg,oulucasia-P042-Sadness-015.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.8178521324506649,-0.3894533964050786,Sad
5262,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/016.jpeg,016.jpeg,oulucasia-P042-Sadness-016.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.8226192401186357,-0.39172344767554085,Sad
5263,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/017.jpeg,017.jpeg,oulucasia-P042-Sadness-017.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.8263602753908147,-0.39350489304324515,Sad
5264,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/018.jpeg,018.jpeg,oulucasia-P042-Sadness-018.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.8292960901200936,-0.3949029000571875,Sad
5265,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Sadness/019.jpeg,019.jpeg,oulucasia-P042-Sadness-019.jpeg,P042,Sadness,jpeg,cauca,2.0,-0.8316,-0.396,Sad
5266,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/000.jpeg,000.jpeg,oulucasia-P042-Surprise-000.jpeg,P042,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
5267,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/001.jpeg,001.jpeg,oulucasia-P042-Surprise-001.jpeg,P042,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
5268,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/002.jpeg,002.jpeg,oulucasia-P042-Surprise-002.jpeg,P042,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
5269,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/003.jpeg,003.jpeg,oulucasia-P042-Surprise-003.jpeg,P042,Surprise,jpeg,cauca,0.0,0.0,0.0,Neutral
5270,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/004.jpeg,004.jpeg,oulucasia-P042-Surprise-004.jpeg,P042,Surprise,jpeg,cauca,0.0,0.19848434539715298,0.5623723119586002,Neutral
5271,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/005.jpeg,005.jpeg,oulucasia-P042-Surprise-005.jpeg,P042,Surprise,jpeg,cauca,3.0,0.22257415378745776,0.6306267690644636,Surprise
5272,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/006.jpeg,006.jpeg,oulucasia-P042-Surprise-006.jpeg,P042,Surprise,jpeg,cauca,3.0,0.24094741658140162,0.682684346980638,Surprise
5273,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/007.jpeg,007.jpeg,oulucasia-P042-Surprise-007.jpeg,P042,Surprise,jpeg,cauca,3.0,0.2549606781327548,0.7223885880428053,Surprise
5274,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/008.jpeg,008.jpeg,oulucasia-P042-Surprise-008.jpeg,P042,Surprise,jpeg,cauca,3.0,0.2656485729018515,0.7526709565552461,Surprise
5275,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/009.jpeg,009.jpeg,oulucasia-P042-Surprise-009.jpeg,P042,Surprise,jpeg,cauca,3.0,0.2738002151285147,0.7757672761974583,Surprise
5276,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/010.jpeg,010.jpeg,oulucasia-P042-Surprise-010.jpeg,P042,Surprise,jpeg,cauca,3.0,0.28001746112757253,0.7933828065281221,Surprise
5277,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/011.jpeg,011.jpeg,oulucasia-P042-Surprise-011.jpeg,P042,Surprise,jpeg,cauca,3.0,0.28475934585926094,0.8068181466012393,Surprise
5278,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/012.jpeg,012.jpeg,oulucasia-P042-Surprise-012.jpeg,P042,Surprise,jpeg,cauca,3.0,0.28837597463863157,0.8170652614761229,Surprise
5279,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/013.jpeg,013.jpeg,oulucasia-P042-Surprise-013.jpeg,P042,Surprise,jpeg,cauca,3.0,0.2911343722943913,0.8248807215007754,Surprise
5280,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/014.jpeg,014.jpeg,oulucasia-P042-Surprise-014.jpeg,P042,Surprise,jpeg,cauca,3.0,0.2932381982857956,0.8308415618097542,Surprise
5281,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/015.jpeg,015.jpeg,oulucasia-P042-Surprise-015.jpeg,P042,Surprise,jpeg,cauca,3.0,0.29484278339442427,0.8353878862842021,Surprise
5282,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/016.jpeg,016.jpeg,oulucasia-P042-Surprise-016.jpeg,P042,Surprise,jpeg,cauca,3.0,0.2960665981877353,0.8388553615319166,Surprise
5283,oulucasia,nir,data/B_OriginalImg/NI/Strong/P042/Surprise/017.jpeg,017.jpeg,oulucasia-P042-Surprise-017.jpeg,P042,Surprise,jpeg,cauca,3.0,0.297,0.8415,Surprise
5284,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/000.jpeg,000.jpeg,oulucasia-P043-Anger-000.jpeg,P043,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
5285,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/001.jpeg,001.jpeg,oulucasia-P043-Anger-001.jpeg,P043,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
5286,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/002.jpeg,002.jpeg,oulucasia-P043-Anger-002.jpeg,P043,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
5287,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/003.jpeg,003.jpeg,oulucasia-P043-Anger-003.jpeg,P043,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
5288,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/004.jpeg,004.jpeg,oulucasia-P043-Anger-004.jpeg,P043,Anger,jpeg,cauca,0.0,0.0,0.0,Neutral
5289,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/005.jpeg,005.jpeg,oulucasia-P043-Anger-005.jpeg,P043,Anger,jpeg,cauca,0.0,-0.2930186607254172,0.5327612013189404,Neutral
5290,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/006.jpeg,006.jpeg,oulucasia-P043-Anger-006.jpeg,P043,Anger,jpeg,cauca,6.0,-0.32196138500769206,0.585384336377622,Anger
5291,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/007.jpeg,007.jpeg,oulucasia-P043-Anger-007.jpeg,P043,Anger,jpeg,cauca,6.0,-0.3452048736385971,0.6276452247974493,Anger
5292,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/008.jpeg,008.jpeg,oulucasia-P043-Anger-008.jpeg,P043,Anger,jpeg,cauca,6.0,-0.36387138749078063,0.6615843408923285,Anger
5293,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/009.jpeg,009.jpeg,oulucasia-P043-Anger-009.jpeg,P043,Anger,jpeg,cauca,6.0,-0.37886219824758194,0.688840360450149,Anger
5294,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/010.jpeg,010.jpeg,oulucasia-P043-Anger-010.jpeg,P043,Anger,jpeg,cauca,6.0,-0.3909011043296591,0.7107292805993801,Anger
5295,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/011.jpeg,011.jpeg,oulucasia-P043-Anger-011.jpeg,P043,Anger,jpeg,cauca,6.0,-0.4005693779143494,0.7283079598442717,Anger
5296,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/012.jpeg,012.jpeg,oulucasia-P043-Anger-012.jpeg,P043,Anger,jpeg,cauca,6.0,-0.4083338303879493,0.7424251461599078,Anger
5297,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/013.jpeg,013.jpeg,oulucasia-P043-Anger-013.jpeg,P043,Anger,jpeg,cauca,6.0,-0.41456935130972544,0.7537624569267736,Anger
5298,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/014.jpeg,014.jpeg,oulucasia-P043-Anger-014.jpeg,P043,Anger,jpeg,cauca,6.0,-0.4195770091321038,0.7628672893310978,Anger
5299,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/015.jpeg,015.jpeg,oulucasia-P043-Anger-015.jpeg,P043,Anger,jpeg,cauca,6.0,-0.42359858763061425,0.7701792502374805,Anger
5300,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/016.jpeg,016.jpeg,oulucasia-P043-Anger-016.jpeg,P043,Anger,jpeg,cauca,6.0,-0.42682825990322987,0.7760513816422361,Anger
5301,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/017.jpeg,017.jpeg,oulucasia-P043-Anger-017.jpeg,P043,Anger,jpeg,cauca,6.0,-0.42942196359255613,0.7807672065319202,Anger
5302,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/018.jpeg,018.jpeg,oulucasia-P043-Anger-018.jpeg,P043,Anger,jpeg,cauca,6.0,-0.4315049299929137,0.784554418168934,Anger
5303,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/019.jpeg,019.jpeg,oulucasia-P043-Anger-019.jpeg,P043,Anger,jpeg,cauca,6.0,-0.43317773056873643,0.787595873761339,Anger
5304,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/020.jpeg,020.jpeg,oulucasia-P043-Anger-020.jpeg,P043,Anger,jpeg,cauca,6.0,-0.43452113282716587,0.7900384233221198,Anger
5305,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Anger/021.jpeg,021.jpeg,oulucasia-P043-Anger-021.jpeg,P043,Anger,jpeg,cauca,6.0,-0.4356,0.792,Anger
5306,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/000.jpeg,000.jpeg,oulucasia-P043-Disgust-000.jpeg,P043,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
5307,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/001.jpeg,001.jpeg,oulucasia-P043-Disgust-001.jpeg,P043,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
5308,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/002.jpeg,002.jpeg,oulucasia-P043-Disgust-002.jpeg,P043,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
5309,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/003.jpeg,003.jpeg,oulucasia-P043-Disgust-003.jpeg,P043,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
5310,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/004.jpeg,004.jpeg,oulucasia-P043-Disgust-004.jpeg,P043,Disgust,jpeg,cauca,0.0,0.0,0.0,Neutral
5311,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/005.jpeg,005.jpeg,oulucasia-P043-Disgust-005.jpeg,P043,Disgust,jpeg,cauca,0.0,-0.4262089610551523,0.3329757508243377,Neutral
5312,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/006.jpeg,006.jpeg,oulucasia-P043-Disgust-006.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.46830746910209753,0.3658652102360137,Disgust
5313,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/007.jpeg,007.jpeg,oulucasia-P043-Disgust-007.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.5021161798379594,0.39227826549840583,Disgust
5314,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/008.jpeg,008.jpeg,oulucasia-P043-Disgust-008.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.5292674727138628,0.4134902130577053,Disgust
5315,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/009.jpeg,009.jpeg,oulucasia-P043-Disgust-009.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.5510722883601192,0.4305252252813431,Disgust
5316,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/010.jpeg,010.jpeg,oulucasia-P043-Disgust-010.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.568583424479504,0.44420580037461255,Disgust
5317,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/011.jpeg,011.jpeg,oulucasia-P043-Disgust-011.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.5826463678754172,0.45519247490266973,Disgust
5318,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/012.jpeg,012.jpeg,oulucasia-P043-Disgust-012.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.5939401169279263,0.4640157163499424,Disgust
5319,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/013.jpeg,013.jpeg,oulucasia-P043-Disgust-013.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6030099655414188,0.47110153557923345,Disgust
5320,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/014.jpeg,014.jpeg,oulucasia-P043-Disgust-014.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6102938314648783,0.4767920558319361,Disgust
5321,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/015.jpeg,015.jpeg,oulucasia-P043-Disgust-015.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6161434001899844,0.4813620313984253,Disgust
5322,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/016.jpeg,016.jpeg,oulucasia-P043-Disgust-016.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6208411053137889,0.4850321135263975,Disgust
5323,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/017.jpeg,017.jpeg,oulucasia-P043-Disgust-017.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6246137652255362,0.48797950408245017,Disgust
5324,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/018.jpeg,018.jpeg,oulucasia-P043-Disgust-018.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6276435345351472,0.49034651135558377,Disgust
5325,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/019.jpeg,019.jpeg,oulucasia-P043-Disgust-019.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6300766990090713,0.49224742110083686,Disgust
5326,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/020.jpeg,020.jpeg,oulucasia-P043-Disgust-020.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6320307386576958,0.49377401457632486,Disgust
5327,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Disgust/021.jpeg,021.jpeg,oulucasia-P043-Disgust-021.jpeg,P043,Disgust,jpeg,cauca,5.0,-0.6336,0.495,Disgust
5328,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/000.jpeg,000.jpeg,oulucasia-P043-Fear-000.jpeg,P043,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
5329,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/001.jpeg,001.jpeg,oulucasia-P043-Fear-001.jpeg,P043,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
5330,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/002.jpeg,002.jpeg,oulucasia-P043-Fear-002.jpeg,P043,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
5331,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/003.jpeg,003.jpeg,oulucasia-P043-Fear-003.jpeg,P043,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
5332,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/004.jpeg,004.jpeg,oulucasia-P043-Fear-004.jpeg,P043,Fear,jpeg,cauca,0.0,0.0,0.0,Neutral
5333,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/005.jpeg,005.jpeg,oulucasia-P043-Fear-005.jpeg,P043,Fear,jpeg,cauca,0.0,-0.06659515016486756,0.5327612013189404,Neutral
5334,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/006.jpeg,006.jpeg,oulucasia-P043-Fear-006.jpeg,P043,Fear,jpeg,cauca,4.0,-0.07317304204720275,0.585384336377622,Fear
5335,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/007.jpeg,007.jpeg,oulucasia-P043-Fear-007.jpeg,P043,Fear,jpeg,cauca,4.0,-0.07845565309968117,0.6276452247974493,Fear
5336,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/008.jpeg,008.jpeg,oulucasia-P043-Fear-008.jpeg,P043,Fear,jpeg,cauca,4.0,-0.08269804261154107,0.6615843408923285,Fear
5337,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/009.jpeg,009.jpeg,oulucasia-P043-Fear-009.jpeg,P043,Fear,jpeg,cauca,4.0,-0.08610504505626862,0.688840360450149,Fear
5338,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/010.jpeg,010.jpeg,oulucasia-P043-Fear-010.jpeg,P043,Fear,jpeg,cauca,4.0,-0.08884116007492251,0.7107292805993801,Fear
5339,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/011.jpeg,011.jpeg,oulucasia-P043-Fear-011.jpeg,P043,Fear,jpeg,cauca,4.0,-0.09103849498053396,0.7283079598442717,Fear
5340,oulucasia,nir,data/B_OriginalImg/NI/Strong/P043/Fear/012.jpeg,012.jpeg,oulucasia-P043-Fear-012.jpeg,P043,Fear,jpeg,cauca,4.0,-0.09280314326998848,0.7424251461599078,Fear
