,Unnamed: 0.2,Unnamed: 0.1,filepath,Unnamed: 0,db,spectra,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
138,138,138,data/BUAA/BUAAVISNIR/88/26.bmp,1103,buaa,nir,26.bmp,buaa-88-26.jpg,,,bmp,mongo,2.0,-0.32,-0.14,Sad,88.0,affection,,jpg,val
139,139,139,data/BUAA/BUAAVISNIR/88/28.bmp,1105,buaa,nir,28.bmp,buaa-88-28.jpg,,,bmp,mongo,3.0,0.41,0.17,Surprise,88.0,affection,,jpg,val
140,140,140,data/BUAA/BUAAVISNIR/13/2.bmp,1121,buaa,nir,2.bmp,buaa-13-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,13.0,neutral,,jpg,train
141,141,141,data/BUAA/BUAAVISNIR/13/22.bmp,1139,buaa,nir,22.bmp,buaa-13-22.jpg,,,bmp,mongo,1.0,0.69,-0.05,Happy,13.0,affection,,jpg,train
142,142,142,data/BUAA/BUAAVISNIR/13/24.bmp,1141,buaa,nir,24.bmp,buaa-13-24.jpg,,,bmp,mongo,0.0,-0.04,-0.97,Neutral,13.0,affection,,jpg,train
143,143,143,data/BUAA/BUAAVISNIR/13/26.bmp,1143,buaa,nir,26.bmp,buaa-13-26.jpg,,,bmp,mongo,2.0,-0.83,-0.4,Sad,13.0,affection,,jpg,train
144,144,144,data/BUAA/BUAAVISNIR/13/28.bmp,1145,buaa,nir,28.bmp,buaa-13-28.jpg,,,bmp,mongo,4.0,-0.13,0.88,Fear,13.0,affection,,jpg,train
145,145,145,data/BUAA/BUAAVISNIR/25/2.bmp,1161,buaa,nir,2.bmp,buaa-25-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,25.0,neutral,,jpg,train
146,146,146,data/BUAA/BUAAVISNIR/25/22.bmp,1179,buaa,nir,22.bmp,buaa-25-22.jpg,,,bmp,mongo,1.0,0.85,0.1,Happy,25.0,affection,,jpg,train
147,147,147,data/BUAA/BUAAVISNIR/25/24.bmp,1181,buaa,nir,24.bmp,buaa-25-24.jpg,,,bmp,mongo,0.0,-0.12,-0.1,Neutral,25.0,affection,,jpg,train
148,148,148,data/BUAA/BUAAVISNIR/25/26.bmp,1183,buaa,nir,26.bmp,buaa-25-26.jpg,,,bmp,mongo,0.0,-0.01,-0.04,Neutral,25.0,affection,,jpg,train
149,149,149,data/BUAA/BUAAVISNIR/25/28.bmp,1185,buaa,nir,28.bmp,buaa-25-28.jpg,,,bmp,mongo,0.0,-0.05,-0.09,Neutral,25.0,affection,,jpg,train
150,150,150,data/BUAA/BUAAVISNIR/139/2.bmp,1201,buaa,nir,2.bmp,buaa-139-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,139.0,neutral,,jpg,train
151,151,151,data/BUAA/BUAAVISNIR/139/22.bmp,1219,buaa,nir,22.bmp,buaa-139-22.jpg,,,bmp,mongo,1.0,0.7,0.18,Happy,139.0,affection,,jpg,train
152,152,152,data/BUAA/BUAAVISNIR/139/24.bmp,1221,buaa,nir,24.bmp,buaa-139-24.jpg,,,bmp,mongo,1.0,0.87,0.34,Happy,139.0,affection,,jpg,train
153,153,153,data/BUAA/BUAAVISNIR/139/26.bmp,1223,buaa,nir,26.bmp,buaa-139-26.jpg,,,bmp,mongo,1.0,0.76,-0.07,Happy,139.0,affection,,jpg,train
154,154,154,data/BUAA/BUAAVISNIR/139/28.bmp,1225,buaa,nir,28.bmp,buaa-139-28.jpg,,,bmp,mongo,4.0,-0.11,0.8,Fear,139.0,affection,,jpg,train
155,155,155,data/BUAA/BUAAVISNIR/9/2.bmp,1241,buaa,nir,2.bmp,buaa-9-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,9.0,neutral,,jpg,val
156,156,156,data/BUAA/BUAAVISNIR/2/2.bmp,1273,buaa,nir,2.bmp,buaa-2-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,2.0,neutral,,jpg,train
157,157,157,data/BUAA/BUAAVISNIR/38/2.bmp,1305,buaa,nir,2.bmp,buaa-38-2.jpg,,,bmp,mongo,2.0,-0.17,-0.1,Sad,38.0,neutral,,jpg,train
158,158,158,data/BUAA/BUAAVISNIR/38/22.bmp,1323,buaa,nir,22.bmp,buaa-38-22.jpg,,,bmp,mongo,1.0,0.79,0.19,Happy,38.0,affection,,jpg,train
159,159,159,data/BUAA/BUAAVISNIR/38/24.bmp,1325,buaa,nir,24.bmp,buaa-38-24.jpg,,,bmp,mongo,2.0,-0.71,-0.42,Sad,38.0,affection,,jpg,train
160,160,160,data/BUAA/BUAAVISNIR/38/26.bmp,1327,buaa,nir,26.bmp,buaa-38-26.jpg,,,bmp,mongo,2.0,-0.24,-0.41,Sad,38.0,affection,,jpg,train
161,161,161,data/BUAA/BUAAVISNIR/38/28.bmp,1329,buaa,nir,28.bmp,buaa-38-28.jpg,,,bmp,mongo,1.0,0.91,-0.06,Happy,38.0,affection,,jpg,train
162,162,162,data/BUAA/BUAAVISNIR/106/2.bmp,1345,buaa,nir,2.bmp,buaa-106-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,106.0,neutral,,jpg,train
163,163,163,data/BUAA/BUAAVISNIR/106/22.bmp,1363,buaa,nir,22.bmp,buaa-106-22.jpg,,,bmp,mongo,1.0,0.9,0.11,Happy,106.0,affection,,jpg,train
164,164,164,data/BUAA/BUAAVISNIR/106/24.bmp,1365,buaa,nir,24.bmp,buaa-106-24.jpg,,,bmp,mongo,0.0,0.16,-0.59,Neutral,106.0,affection,,jpg,train
165,165,165,data/BUAA/BUAAVISNIR/106/26.bmp,1367,buaa,nir,26.bmp,buaa-106-26.jpg,,,bmp,mongo,6.0,-0.56,0.73,Anger,106.0,affection,,jpg,train
166,166,166,data/BUAA/BUAAVISNIR/106/28.bmp,1369,buaa,nir,28.bmp,buaa-106-28.jpg,,,bmp,mongo,4.0,-0.12,0.77,Fear,106.0,affection,,jpg,train
167,167,167,data/BUAA/BUAAVISNIR/113/2.bmp,1385,buaa,nir,2.bmp,buaa-113-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,113.0,neutral,,jpg,test
168,168,168,data/BUAA/BUAAVISNIR/113/22.bmp,1403,buaa,nir,22.bmp,buaa-113-22.jpg,,,bmp,mongo,1.0,0.9,-0.08,Happy,113.0,affection,,jpg,test
169,169,169,data/BUAA/BUAAVISNIR/113/24.bmp,1405,buaa,nir,24.bmp,buaa-113-24.jpg,,,bmp,mongo,0.0,-0.04,-0.01,Neutral,113.0,affection,,jpg,test
170,170,170,data/BUAA/BUAAVISNIR/113/26.bmp,1407,buaa,nir,26.bmp,buaa-113-26.jpg,,,bmp,mongo,0.0,0.75,-0.66,Neutral,113.0,affection,,jpg,test
171,171,171,data/BUAA/BUAAVISNIR/113/28.bmp,1409,buaa,nir,28.bmp,buaa-113-28.jpg,,,bmp,mongo,0.0,-0.02,0.02,Neutral,113.0,affection,,jpg,test
172,172,172,data/BUAA/BUAAVISNIR/33/2.bmp,1425,buaa,nir,2.bmp,buaa-33-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,33.0,neutral,,jpg,val
173,173,173,data/BUAA/BUAAVISNIR/33/22.bmp,1443,buaa,nir,22.bmp,buaa-33-22.jpg,,,bmp,mongo,1.0,0.95,0.15,Happy,33.0,affection,,jpg,val
174,174,174,data/BUAA/BUAAVISNIR/33/24.bmp,1445,buaa,nir,24.bmp,buaa-33-24.jpg,,,bmp,mongo,2.0,-0.27,-0.1,Sad,33.0,affection,,jpg,val
175,175,175,data/BUAA/BUAAVISNIR/33/26.bmp,1447,buaa,nir,26.bmp,buaa-33-26.jpg,,,bmp,mongo,0.0,0.2,-0.44,Neutral,33.0,affection,,jpg,val
176,176,176,data/BUAA/BUAAVISNIR/33/28.bmp,1449,buaa,nir,28.bmp,buaa-33-28.jpg,,,bmp,mongo,1.0,0.09,0.17,Happy,33.0,affection,,jpg,val
177,177,177,data/BUAA/BUAAVISNIR/132/2.bmp,1465,buaa,nir,2.bmp,buaa-132-2.jpg,,,bmp,mongo,6.0,-0.33,0.17,Anger,132.0,neutral,,jpg,test
178,178,178,data/BUAA/BUAAVISNIR/132/22.bmp,1483,buaa,nir,22.bmp,buaa-132-22.jpg,,,bmp,mongo,6.0,-0.42,0.75,Anger,132.0,affection,,jpg,test
179,179,179,data/BUAA/BUAAVISNIR/132/24.bmp,1485,buaa,nir,24.bmp,buaa-132-24.jpg,,,bmp,mongo,6.0,-0.46,0.76,Anger,132.0,affection,,jpg,test
180,180,180,data/BUAA/BUAAVISNIR/132/26.bmp,1487,buaa,nir,26.bmp,buaa-132-26.jpg,,,bmp,mongo,6.0,-0.41,0.77,Anger,132.0,affection,,jpg,test
181,181,181,data/BUAA/BUAAVISNIR/132/28.bmp,1489,buaa,nir,28.bmp,buaa-132-28.jpg,,,bmp,mongo,4.0,-0.16,0.8,Fear,132.0,affection,,jpg,test
182,182,182,data/BUAA/BUAAVISNIR/59/2.bmp,1505,buaa,nir,2.bmp,buaa-59-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,59.0,neutral,,jpg,train
183,183,183,data/BUAA/BUAAVISNIR/59/22.bmp,1523,buaa,nir,22.bmp,buaa-59-22.jpg,,,bmp,mongo,1.0,0.52,0.34,Happy,59.0,affection,,jpg,train
184,184,184,data/BUAA/BUAAVISNIR/59/24.bmp,1525,buaa,nir,24.bmp,buaa-59-24.jpg,,,bmp,mongo,6.0,-0.17,0.71,Anger,59.0,affection,,jpg,train
185,185,185,data/BUAA/BUAAVISNIR/59/26.bmp,1527,buaa,nir,26.bmp,buaa-59-26.jpg,,,bmp,mongo,2.0,-0.62,-0.18,Sad,59.0,affection,,jpg,train
186,186,186,data/BUAA/BUAAVISNIR/59/28.bmp,1529,buaa,nir,28.bmp,buaa-59-28.jpg,,,bmp,mongo,3.0,-0.1,0.9,Surprise,59.0,affection,,jpg,train
187,187,187,data/BUAA/BUAAVISNIR/111/2.bmp,1545,buaa,nir,2.bmp,buaa-111-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,111.0,neutral,,jpg,train
188,188,188,data/BUAA/BUAAVISNIR/111/22.bmp,1563,buaa,nir,22.bmp,buaa-111-22.jpg,,,bmp,mongo,1.0,0.63,0.15,Happy,111.0,affection,,jpg,train
189,189,189,data/BUAA/BUAAVISNIR/111/24.bmp,1565,buaa,nir,24.bmp,buaa-111-24.jpg,,,bmp,mongo,6.0,-0.83,0.25,Anger,111.0,affection,,jpg,train
190,190,190,data/BUAA/BUAAVISNIR/111/26.bmp,1567,buaa,nir,26.bmp,buaa-111-26.jpg,,,bmp,mongo,0.0,0.09,0.08,Neutral,111.0,affection,,jpg,train
191,191,191,data/BUAA/BUAAVISNIR/111/28.bmp,1569,buaa,nir,28.bmp,buaa-111-28.jpg,,,bmp,mongo,4.0,-0.1,0.76,Fear,111.0,affection,,jpg,train
192,192,192,data/BUAA/BUAAVISNIR/86/2.bmp,1585,buaa,nir,2.bmp,buaa-86-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,86.0,neutral,,jpg,train
193,193,193,data/BUAA/BUAAVISNIR/86/22.bmp,1603,buaa,nir,22.bmp,buaa-86-22.jpg,,,bmp,mongo,1.0,0.93,0.1,Happy,86.0,affection,,jpg,train
194,194,194,data/BUAA/BUAAVISNIR/86/24.bmp,1605,buaa,nir,24.bmp,buaa-86-24.jpg,,,bmp,mongo,2.0,-0.84,-0.38,Sad,86.0,affection,,jpg,train
195,195,195,data/BUAA/BUAAVISNIR/86/26.bmp,1607,buaa,nir,26.bmp,buaa-86-26.jpg,,,bmp,mongo,2.0,-0.8,-0.04,Sad,86.0,affection,,jpg,train
196,196,196,data/BUAA/BUAAVISNIR/86/28.bmp,1609,buaa,nir,28.bmp,buaa-86-28.jpg,,,bmp,mongo,2.0,-0.86,0.04,Sad,86.0,affection,,jpg,train
197,197,197,data/BUAA/BUAAVISNIR/137/2.bmp,1625,buaa,nir,2.bmp,buaa-137-2.jpg,,,bmp,mongo,0.0,0.02,0.16,Neutral,137.0,neutral,,jpg,train
198,198,198,data/BUAA/BUAAVISNIR/137/22.bmp,1643,buaa,nir,22.bmp,buaa-137-22.jpg,,,bmp,mongo,1.0,0.55,0.2,Happy,137.0,affection,,jpg,train
199,199,199,data/BUAA/BUAAVISNIR/137/24.bmp,1645,buaa,nir,24.bmp,buaa-137-24.jpg,,,bmp,mongo,6.0,-0.42,0.75,Anger,137.0,affection,,jpg,train
200,200,200,data/BUAA/BUAAVISNIR/137/26.bmp,1647,buaa,nir,26.bmp,buaa-137-26.jpg,,,bmp,mongo,0.0,-0.14,0.1,Neutral,137.0,affection,,jpg,train
201,201,201,data/BUAA/BUAAVISNIR/137/28.bmp,1649,buaa,nir,28.bmp,buaa-137-28.jpg,,,bmp,mongo,4.0,-0.11,0.74,Fear,137.0,affection,,jpg,train
202,202,202,data/BUAA/BUAAVISNIR/150/2.bmp,1665,buaa,nir,2.bmp,buaa-150-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,150.0,neutral,,jpg,train
203,203,203,data/BUAA/BUAAVISNIR/150/22.bmp,1683,buaa,nir,22.bmp,buaa-150-22.jpg,,,bmp,mongo,1.0,0.65,-0.58,Happy,150.0,affection,,jpg,train
204,204,204,data/BUAA/BUAAVISNIR/150/24.bmp,1685,buaa,nir,24.bmp,buaa-150-24.jpg,,,bmp,mongo,0.0,-0.14,-0.06,Neutral,150.0,affection,,jpg,train
205,205,205,data/BUAA/BUAAVISNIR/150/26.bmp,1687,buaa,nir,26.bmp,buaa-150-26.jpg,,,bmp,mongo,0.0,-0.21,0.14,Neutral,150.0,affection,,jpg,train
206,206,206,data/BUAA/BUAAVISNIR/150/28.bmp,1689,buaa,nir,28.bmp,buaa-150-28.jpg,,,bmp,mongo,4.0,-0.13,0.77,Fear,150.0,affection,,jpg,train
207,207,207,data/BUAA/BUAAVISNIR/115/2.bmp,1705,buaa,nir,2.bmp,buaa-115-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,115.0,neutral,,jpg,train
208,208,208,data/BUAA/BUAAVISNIR/115/22.bmp,1723,buaa,nir,22.bmp,buaa-115-22.jpg,,,bmp,mongo,1.0,0.74,0.15,Happy,115.0,affection,,jpg,train
209,209,209,data/BUAA/BUAAVISNIR/115/24.bmp,1725,buaa,nir,24.bmp,buaa-115-24.jpg,,,bmp,mongo,7.0,-0.59,0.63,Contempt,115.0,affection,,jpg,train
210,210,210,data/BUAA/BUAAVISNIR/115/26.bmp,1727,buaa,nir,26.bmp,buaa-115-26.jpg,,,bmp,mongo,2.0,-0.51,-0.82,Sad,115.0,affection,,jpg,train
211,211,211,data/BUAA/BUAAVISNIR/115/28.bmp,1729,buaa,nir,28.bmp,buaa-115-28.jpg,,,bmp,mongo,1.0,0.41,-0.07,Happy,115.0,affection,,jpg,train
212,212,212,data/BUAA/BUAAVISNIR/110/2.bmp,1745,buaa,nir,2.bmp,buaa-110-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,110.0,neutral,,jpg,train
213,213,213,data/BUAA/BUAAVISNIR/110/22.bmp,1763,buaa,nir,22.bmp,buaa-110-22.jpg,,,bmp,mongo,1.0,0.92,0.1,Happy,110.0,affection,,jpg,train
214,214,214,data/BUAA/BUAAVISNIR/110/24.bmp,1765,buaa,nir,24.bmp,buaa-110-24.jpg,,,bmp,mongo,0.0,0.0,0.01,Neutral,110.0,affection,,jpg,train
215,215,215,data/BUAA/BUAAVISNIR/110/26.bmp,1767,buaa,nir,26.bmp,buaa-110-26.jpg,,,bmp,mongo,2.0,-0.63,-0.17,Sad,110.0,affection,,jpg,train
216,216,216,data/BUAA/BUAAVISNIR/110/28.bmp,1769,buaa,nir,28.bmp,buaa-110-28.jpg,,,bmp,mongo,4.0,-0.13,0.77,Fear,110.0,affection,,jpg,train
217,217,217,data/BUAA/BUAAVISNIR/45/2.bmp,1785,buaa,nir,2.bmp,buaa-45-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,45.0,neutral,,jpg,train
218,218,218,data/BUAA/BUAAVISNIR/45/22.bmp,1803,buaa,nir,22.bmp,buaa-45-22.jpg,,,bmp,mongo,1.0,0.97,0.09,Happy,45.0,affection,,jpg,train
219,219,219,data/BUAA/BUAAVISNIR/45/24.bmp,1805,buaa,nir,24.bmp,buaa-45-24.jpg,,,bmp,mongo,0.0,-0.07,-0.21,Neutral,45.0,affection,,jpg,train
220,220,220,data/BUAA/BUAAVISNIR/45/26.bmp,1807,buaa,nir,26.bmp,buaa-45-26.jpg,,,bmp,mongo,2.0,-0.74,-0.46,Sad,45.0,affection,,jpg,train
221,221,221,data/BUAA/BUAAVISNIR/45/28.bmp,1809,buaa,nir,28.bmp,buaa-45-28.jpg,,,bmp,mongo,3.0,0.34,0.76,Surprise,45.0,affection,,jpg,train
222,222,222,data/BUAA/BUAAVISNIR/147/2.bmp,1825,buaa,nir,2.bmp,buaa-147-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,147.0,neutral,,jpg,train
223,223,223,data/BUAA/BUAAVISNIR/147/22.bmp,1843,buaa,nir,22.bmp,buaa-147-22.jpg,,,bmp,mongo,1.0,0.94,-0.07,Happy,147.0,affection,,jpg,train
224,224,224,data/BUAA/BUAAVISNIR/147/24.bmp,1845,buaa,nir,24.bmp,buaa-147-24.jpg,,,bmp,mongo,2.0,-0.81,-0.43,Sad,147.0,affection,,jpg,train
225,225,225,data/BUAA/BUAAVISNIR/147/26.bmp,1847,buaa,nir,26.bmp,buaa-147-26.jpg,,,bmp,mongo,2.0,-0.26,-0.14,Sad,147.0,affection,,jpg,train
226,226,226,data/BUAA/BUAAVISNIR/147/28.bmp,1849,buaa,nir,28.bmp,buaa-147-28.jpg,,,bmp,mongo,4.0,-0.11,0.78,Fear,147.0,affection,,jpg,train
227,227,227,data/BUAA/BUAAVISNIR/131/2.bmp,1865,buaa,nir,2.bmp,buaa-131-2.jpg,,,bmp,mongo,0.0,0.4,0.02,Neutral,131.0,neutral,,jpg,train
228,228,228,data/BUAA/BUAAVISNIR/131/22.bmp,1883,buaa,nir,22.bmp,buaa-131-22.jpg,,,bmp,mongo,1.0,0.41,0.13,Happy,131.0,affection,,jpg,train
229,229,229,data/BUAA/BUAAVISNIR/131/24.bmp,1885,buaa,nir,24.bmp,buaa-131-24.jpg,,,bmp,mongo,0.0,-0.02,-0.65,Neutral,131.0,affection,,jpg,train
230,230,230,data/BUAA/BUAAVISNIR/131/26.bmp,1887,buaa,nir,26.bmp,buaa-131-26.jpg,,,bmp,mongo,2.0,-0.49,-0.74,Sad,131.0,affection,,jpg,train
231,231,231,data/BUAA/BUAAVISNIR/131/28.bmp,1889,buaa,nir,28.bmp,buaa-131-28.jpg,,,bmp,mongo,4.0,-0.14,0.78,Fear,131.0,affection,,jpg,train
232,232,232,data/BUAA/BUAAVISNIR/62/2.bmp,1905,buaa,nir,2.bmp,buaa-62-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,62.0,neutral,,jpg,val
233,233,233,data/BUAA/BUAAVISNIR/62/22.bmp,1923,buaa,nir,22.bmp,buaa-62-22.jpg,,,bmp,mongo,1.0,0.93,0.13,Happy,62.0,affection,,jpg,val
234,234,234,data/BUAA/BUAAVISNIR/62/24.bmp,1925,buaa,nir,24.bmp,buaa-62-24.jpg,,,bmp,mongo,4.0,-0.09,0.9,Fear,62.0,affection,,jpg,val
235,235,235,data/BUAA/BUAAVISNIR/62/26.bmp,1927,buaa,nir,26.bmp,buaa-62-26.jpg,,,bmp,mongo,7.0,-0.6,0.63,Contempt,62.0,affection,,jpg,val
236,236,236,data/BUAA/BUAAVISNIR/62/28.bmp,1929,buaa,nir,28.bmp,buaa-62-28.jpg,,,bmp,mongo,3.0,0.41,0.88,Surprise,62.0,affection,,jpg,val
237,237,237,data/BUAA/BUAAVISNIR/123/2.bmp,1945,buaa,nir,2.bmp,buaa-123-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,123.0,neutral,,jpg,train
238,238,238,data/BUAA/BUAAVISNIR/123/22.bmp,1963,buaa,nir,22.bmp,buaa-123-22.jpg,,,bmp,mongo,1.0,0.87,0.29,Happy,123.0,affection,,jpg,train
239,239,239,data/BUAA/BUAAVISNIR/123/24.bmp,1965,buaa,nir,24.bmp,buaa-123-24.jpg,,,bmp,mongo,2.0,-0.33,-0.42,Sad,123.0,affection,,jpg,train
240,240,240,data/BUAA/BUAAVISNIR/123/26.bmp,1967,buaa,nir,26.bmp,buaa-123-26.jpg,,,bmp,mongo,0.0,-0.26,-0.18,Neutral,123.0,affection,,jpg,train
241,241,241,data/BUAA/BUAAVISNIR/123/28.bmp,1969,buaa,nir,28.bmp,buaa-123-28.jpg,,,bmp,mongo,4.0,-0.76,0.06,Fear,123.0,affection,,jpg,train
242,242,242,data/BUAA/BUAAVISNIR/29/2.bmp,1985,buaa,nir,2.bmp,buaa-29-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,29.0,neutral,,jpg,train
243,243,243,data/BUAA/BUAAVISNIR/29/22.bmp,2003,buaa,nir,22.bmp,buaa-29-22.jpg,,,bmp,mongo,1.0,0.72,0.17,Happy,29.0,affection,,jpg,train
244,244,244,data/BUAA/BUAAVISNIR/29/24.bmp,2005,buaa,nir,24.bmp,buaa-29-24.jpg,,,bmp,mongo,1.0,0.85,-0.06,Happy,29.0,affection,,jpg,train
245,245,245,data/BUAA/BUAAVISNIR/29/26.bmp,2007,buaa,nir,26.bmp,buaa-29-26.jpg,,,bmp,mongo,2.0,-0.36,-0.81,Sad,29.0,affection,,jpg,train
246,246,246,data/BUAA/BUAAVISNIR/29/28.bmp,2009,buaa,nir,28.bmp,buaa-29-28.jpg,,,bmp,mongo,3.0,0.08,0.91,Surprise,29.0,affection,,jpg,train
247,247,247,data/BUAA/BUAAVISNIR/36/2.bmp,2025,buaa,nir,2.bmp,buaa-36-2.jpg,,,bmp,mongo,0.0,0.3,-0.06,Neutral,36.0,neutral,,jpg,train
248,248,248,data/BUAA/BUAAVISNIR/36/22.bmp,2043,buaa,nir,22.bmp,buaa-36-22.jpg,,,bmp,mongo,1.0,0.89,0.21,Happy,36.0,affection,,jpg,train
249,249,249,data/BUAA/BUAAVISNIR/36/24.bmp,2045,buaa,nir,24.bmp,buaa-36-24.jpg,,,bmp,mongo,2.0,-0.58,-0.1,Sad,36.0,affection,,jpg,train
250,250,250,data/BUAA/BUAAVISNIR/36/26.bmp,2047,buaa,nir,26.bmp,buaa-36-26.jpg,,,bmp,mongo,2.0,-0.56,-0.1,Sad,36.0,affection,,jpg,train
251,251,251,data/BUAA/BUAAVISNIR/36/28.bmp,2049,buaa,nir,28.bmp,buaa-36-28.jpg,,,bmp,mongo,4.0,-0.08,0.88,Fear,36.0,affection,,jpg,train
252,252,252,data/BUAA/BUAAVISNIR/93/2.bmp,2065,buaa,nir,2.bmp,buaa-93-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,93.0,neutral,,jpg,val
253,253,253,data/BUAA/BUAAVISNIR/93/22.bmp,2083,buaa,nir,22.bmp,buaa-93-22.jpg,,,bmp,mongo,1.0,0.91,0.11,Happy,93.0,affection,,jpg,val
254,254,254,data/BUAA/BUAAVISNIR/93/24.bmp,2085,buaa,nir,24.bmp,buaa-93-24.jpg,,,bmp,mongo,6.0,-0.39,0.77,Anger,93.0,affection,,jpg,val
255,255,255,data/BUAA/BUAAVISNIR/93/26.bmp,2087,buaa,nir,26.bmp,buaa-93-26.jpg,,,bmp,mongo,6.0,-0.43,0.74,Anger,93.0,affection,,jpg,val
256,256,256,data/BUAA/BUAAVISNIR/93/28.bmp,2089,buaa,nir,28.bmp,buaa-93-28.jpg,,,bmp,mongo,3.0,-0.1,0.9,Surprise,93.0,affection,,jpg,val
257,257,257,data/BUAA/BUAAVISNIR/79/2.bmp,2105,buaa,nir,2.bmp,buaa-79-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,79.0,neutral,,jpg,train
258,258,258,data/BUAA/BUAAVISNIR/79/22.bmp,2123,buaa,nir,22.bmp,buaa-79-22.jpg,,,bmp,mongo,1.0,0.78,-0.55,Happy,79.0,affection,,jpg,train
259,259,259,data/BUAA/BUAAVISNIR/79/24.bmp,2125,buaa,nir,24.bmp,buaa-79-24.jpg,,,bmp,mongo,0.0,0.3,-0.24,Neutral,79.0,affection,,jpg,train
260,260,260,data/BUAA/BUAAVISNIR/79/26.bmp,2127,buaa,nir,26.bmp,buaa-79-26.jpg,,,bmp,mongo,2.0,-0.79,-0.42,Sad,79.0,affection,,jpg,train
261,261,261,data/BUAA/BUAAVISNIR/79/28.bmp,2129,buaa,nir,28.bmp,buaa-79-28.jpg,,,bmp,mongo,3.0,0.39,0.89,Surprise,79.0,affection,,jpg,train
262,262,262,data/BUAA/BUAAVISNIR/84/2.bmp,2145,buaa,nir,2.bmp,buaa-84-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,84.0,neutral,,jpg,train
263,263,263,data/BUAA/BUAAVISNIR/84/22.bmp,2163,buaa,nir,22.bmp,buaa-84-22.jpg,,,bmp,mongo,1.0,0.9,0.12,Happy,84.0,affection,,jpg,train
264,264,264,data/BUAA/BUAAVISNIR/84/24.bmp,2165,buaa,nir,24.bmp,buaa-84-24.jpg,,,bmp,mongo,6.0,-0.4,0.8,Anger,84.0,affection,,jpg,train
265,265,265,data/BUAA/BUAAVISNIR/84/26.bmp,2167,buaa,nir,26.bmp,buaa-84-26.jpg,,,bmp,mongo,2.0,-0.81,-0.43,Sad,84.0,affection,,jpg,train
266,266,266,data/BUAA/BUAAVISNIR/84/28.bmp,2169,buaa,nir,28.bmp,buaa-84-28.jpg,,,bmp,mongo,3.0,0.09,0.76,Surprise,84.0,affection,,jpg,train
267,267,267,data/BUAA/BUAAVISNIR/120/2.bmp,2185,buaa,nir,2.bmp,buaa-120-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,120.0,neutral,,jpg,test
268,268,268,data/BUAA/BUAAVISNIR/120/22.bmp,2203,buaa,nir,22.bmp,buaa-120-22.jpg,,,bmp,mongo,1.0,0.54,0.19,Happy,120.0,affection,,jpg,test
269,269,269,data/BUAA/BUAAVISNIR/120/24.bmp,2205,buaa,nir,24.bmp,buaa-120-24.jpg,,,bmp,mongo,0.0,-0.24,0.2,Neutral,120.0,affection,,jpg,test
270,270,270,data/BUAA/BUAAVISNIR/120/26.bmp,2207,buaa,nir,26.bmp,buaa-120-26.jpg,,,bmp,mongo,2.0,-0.22,-0.13,Sad,120.0,affection,,jpg,test
271,271,271,data/BUAA/BUAAVISNIR/120/28.bmp,2209,buaa,nir,28.bmp,buaa-120-28.jpg,,,bmp,mongo,0.0,-0.06,0.06,Neutral,120.0,affection,,jpg,test
272,272,272,data/BUAA/BUAAVISNIR/76/2.bmp,2225,buaa,nir,2.bmp,buaa-76-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,76.0,neutral,,jpg,val
273,273,273,data/BUAA/BUAAVISNIR/76/22.bmp,2243,buaa,nir,22.bmp,buaa-76-22.jpg,,,bmp,mongo,1.0,0.87,0.35,Happy,76.0,affection,,jpg,val
274,274,274,data/BUAA/BUAAVISNIR/76/24.bmp,2245,buaa,nir,24.bmp,buaa-76-24.jpg,,,bmp,mongo,1.0,0.65,0.15,Happy,76.0,affection,,jpg,val
275,275,275,data/BUAA/BUAAVISNIR/76/26.bmp,2247,buaa,nir,26.bmp,buaa-76-26.jpg,,,bmp,mongo,2.0,-0.43,-0.52,Sad,76.0,affection,,jpg,val
